,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
65256,19-24,Inflammation of the Covering of the Tendon,5/31/2008,naproxen,5173,5,3,my swallon knee area has not went down since using this product for almost 3 weeks.,2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65260,45-54,Pain,5/20/2008,naproxen,5173,5,2,JUST STARTED TAKING THIS MEDICINE LAST NIGHT  I SLEPT ALL NIGHT FOR THE FIRST TIME IN YEARS WOKE UP WITH NO PAIN IN MY HAND USED MY HAND ALL DAY WITH NO PAIN NOW PAIN IS BACK AND I TOOK A SECOND PILL. CAN'T WAIT TO SEE IF IT WORKS AGAIN TONIGHT,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
65264,65-74,Inflammation of the Sac Surrounding the Joint - Bursitis,5/13/2008,naproxen,5173,4,2,"taken twice a day (500mg) each time, I have received only very minimual releaf from joint pain (hip).",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65268,55-64,Rheumatoid Arthritis,5/6/2008,naproxen,5173,4,4,I've been on the drug for the pain in my knees for about a week and it has worked for me with no side affects so far.,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
65272,35-44,Rheumatoid Arthritis,4/30/2008,naproxen,5173,1,3,"It seems to help when I can take it as prescribed, but after a couple of weeks it really starts hurting my stomach. I limit my usage to 1 week at a stretch and fill the gaps with over the counter meds. ",2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
65276,13-18,Other,4/29/2008,naproxen,5173,4,5,"I am 16 and was diagnosed with Costochondritis. I was immediately put on this medication. It relieved the majority of the pain, but my mother was worried about the side effects. I stopped taking it after only two or three days. The pain is still gone, but I now have blood in my urine, and I believe it is from the medicine.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65280,55-64,Inflammation of the Tendon,4/23/2008,naproxen,5173,1,1,"I had intestinal bleeding, shortness of breath and dizziness.  Also had black stools and was hospitalised for nearly blacking out!",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
65284, ,Pain,4/22/2008,naproxen,5173,1,1,I HAD SEVERE STOMACH/ABD. PAIN.,1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
65288,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",4/20/2008,naproxen,5173,5,3,My feet and ankles are swelling to the point that I will have to stop taking Naproxen.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65292,19-24,Painful Periods,4/19/2008,naproxen,5173,4,4, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65296,35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",4/16/2008,naproxen,5173,1,1,I was givin this from the ER for a painfully stiff neck. Dr didn't ask me about smoking. Found out right away with chest pains and severe pain in my legs that anyone who has a history of or who currently does smoke SHOULD NOT USE THIS DRUG! Don't know if it helped the stiff neck since I thought I was going to die from the reaction. Just wanted every current and former smoker to steer clear of this drug...there are other things you can take.,1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
65300,75 or over,Inflammation of the Lining of a Joint,4/10/2008,naproxen,5173,4,4, ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65304,55-64,Inflammation of the Tendon,4/8/2008,naproxen,5173,5,5,"I FOUND RELIEF WITHIN A FEWW DAYS, NOT ONLY FORM THE PAIN IN MY FEET BUT EVERY JOINT WITH ARTHRITUS.  I HAD FORGOTTEN WHAT PAIN-FREE FELT LIKE ",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
65308,55-64,Rheumatoid Arthritis,4/7/2008,naproxen,5173,4,4,Knee pain greatly reduced.,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65312,65-74,Rheumatic Disease causing Pain & Stiffness in Backbone,4/7/2008,naproxen,5173,4,2,sometimes good and other times nothing,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65316,45-54,Pain,4/4/2008,naproxen,5173,2,3," worked well first six months for severe shoulder/neck pain, than landed me in ER with allergic reaction - pay attention to those possible side effects!  They occurred without warning and now I can no longer use it. Not worth it and seeking alternative pain relief. ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",11
65320,55-64,Rheumatoid Arthritis,4/2/2008,naproxen,5173,4,4,just started taking it for the pain of my ankles. it is genetic,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65324, ,Other,4/2/2008,naproxen,5173,1,1,This medication does not work at all. ,1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65328,55-64,Inflammation of the Covering of the Tendon,3/31/2008,naproxen,5173,1,2,"Took this drug twice a day for two days and I've had serious stomach problems, heartburn, terrible chest pain, trouble sleeping because of the gastric/chest pain.  It did relieve the tendonitis pain but the gastric effects and feeling like I'm having constantly having a heart attack aren't worth it.  Have been off it for over a day and am still feeling the side effects.  Sure hope they go away soon!",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",9
65332,35-44,Pain,3/29/2008,naproxen,5173,5,2,I just started taking naproxen for chipped bone in ankle not sure how it's working so far still feel hot pain in ankle after taking for two days 500mg twice a day need to go see a ortho dr.,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65336,35-44,Painful Periods,3/24/2008,naproxen,5173,5,5,"I have severe menstrual pain at age 37. I have had this pain since my early 20's. After I had my daughter at age 23, my doctor prescribed this to me, and it was a blessing. My pain is very manageable with Naproxen, and it also helps with my joint pain....",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65340,45-54,Rheumatoid Arthritis,3/20/2008,naproxen,5173,4,4," Upset stomach, but pain went away",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65344,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",3/17/2008,naproxen,5173,5,5,"Have been taking this medication daily (500 to 1500 mg) for over 20 years, fortunately w/no side effects.  Now at 60 years old, my doctor has decreased my daily dose to 250 mg and added a transdermal supplement to be used as required (approx 3 times/day); this new regime is not as effective as larger doses of anaprox previously taken, but the pain is manageable.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
65348,35-44,Other,3/16/2008,naproxen,5173,4,4,the drug has worked but scared of side effects.,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65352,55-64,Rheumatoid Arthritis,3/14/2008,naproxen,5173,2,2,water retention in legs and trouble sleeping,2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65356,35-44,Pain,3/12/2008,naproxen,5173,4,2,i just started using it for pain,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65360,45-54,Inflammation of the Covering of the Tendon,3/4/2008,naproxen,5173,5,2, ,2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65364,19-24,Migraine Headache,3/4/2008,naproxen,5173,5,5,never had a problem with this medicine .....i have been on this medication for a little over   18 months now.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65368,25-34,Fever,3/3/2008,naproxen,5173,1,1,"NOt for me... I took 2 about 2 years ago, and broke out into serious hives, and was rushed into the ER.. it was one of the Scariest experiances ive ever had...  I really thought i was going to die!  i would never EVER take this again",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
65372,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",2/23/2008,naproxen,5173,3,4, ,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65376,45-54,Pain,2/14/2008,naproxen,5173,3,4,"I take this for stress-related neck and shoulder pain that leads to massive headaches when untreated.  This is the first drug that has consistently managed my pain, and I've had no side-effects. ",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
65380,55-64,Rheumatoid Arthritis,2/14/2008,naproxen,5173,1,5,Taking naproxen for severe arthritis however it gives me very bad stomach cramps.  Bowel movements are very large and painful.  the arthritis pain in my knees has almost disappeared.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",11
65384,75 or over,Pain,2/10/2008,naproxen,5173,4,4,"Recently had severe bout of abdominal pain and frank bleeding and clots from my descending colon, about a foot long.  Lost a lot of blood and Hgb went from 11.4 to 9.3.  Took 2 weeks to get condition under control.
Still taking Naproxen for hip, knee, ankle and foot pain from Arthritis or neuropathy.
Dr. Thought bleeding and inflammation came from vessel being cut off to the bowel.  I thought it was from adhesions.  Now I read that it could be from the Naproxen.  Still having bloating, difficulty moving bowels and some discomfort.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",11
65388,25-34,Pain,2/8/2008,naproxen,5173,1,2, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65392,55-64,Pain,2/4/2008,naproxen,5173,3,2, ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65396, ,"Disorder characterized by Stiff, Tender & Painful Muscles",1/31/2008,naproxen,5173,5,4, ,4, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65400,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",1/31/2008,naproxen,5173,5,3,I have not had any side effects even after 3-6 months of usage,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
65404,55-64,Inflammation of the Sac Surrounding the Joint - Bursitis,1/29/2008,naproxen,5173,5,4,it has helped with pain and stiffness in lower back and hips but i am having somach problems at night and i wonder if it is because of the medicine,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
65408,19-24,Other,1/29/2008,naproxen,5173,3,2,I WAS PROSCRIBED THIS MEDICATION AFTER CHILD BIRTH BECAUSE OF BACK PAIN. IT WORKED THE FIRST COUPLE TIMES I TOOK IT AND AFTER ABOUT 2 WEEKS IT STARTED CAUSING VERY BAD CHEST PAINS TO THE POINT WERE I COULDN'T EVEN GET ANY SLEEP.. I STOPED TAKING IT AND THE BACK PAIN IS BACK BUT ATLEAST THE HORRIBLE CHEST PAINS ARE GONE. ,2, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65412,35-44,Rheumatoid Arthritis,1/29/2008,naproxen,5173,2,1,"Severe stomach pain! 8yrsLater, my once CastIronGut is now censitive. If it bothers your stomach? STOP TAKING IT! There are other drugs that work. Best wishes.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
65416,65-74,Joint Damage causing Pain and Loss of Function,1/27/2008,naproxen,5173,1,4,"It was very good at controling my keen inflamation and paid,however I had severe stomach aches, nausa and weekness.  I had taken the drug when I was younger and as long as I took it with food it worked o.k. but now I am seventy and my stomach cannot tolerate it.  I have tried cutting back to 1/2 tablet to see how that works.  I think it may have caused some bleeding in my stomach, as I had some black in my stool today.  I will watch to see if that shows up anymore.  It would be nice if it could be coated and time released",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
65420,45-54,Rheumatoid Arthritis,1/26/2008,naproxen,5173,3,3,i have less pain and able to put pressure on my leg with very little pain,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65424, ,Pain,1/23/2008,naproxen,5173,4,4, ,5, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65428,75 or over,Inflammation of the Lining of a Joint,1/21/2008,naproxen,5173,5,4,hip and shoulder pain from osterarthritis,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
